TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
8941000000.0	245899951.1	230968434.6	261796751.8
8942000000.0	245901211.2	230969482.3	261798247.5
8943000000.0	245902471.0	230970529.7	261799742.8
8944000000.0	245903730.6	230971576.8	261801237.9
8945000000.0	245904989.9	230972623.8	261802732.6
8946000000.0	245906249.0	230973670.5	261804227.1
8947000000.0	245907507.7	230974717.0	261805721.2
8948000000.0	245908766.2	230975763.3	261807215.0
8949000000.0	245910024.4	230976809.3	261808708.4
8950000000.0	245911282.4	230977855.1	261810201.6
8951000000.0	245912540.1	230978900.7	261811694.4
8952000000.0	245913797.5	230979946.1	261813187.0
8953000000.0	245915054.7	230980991.2	261814679.2
8954000000.0	245916311.6	230982036.2	261816171.1
8955000000.0	245917568.2	230983080.9	261817662.7
8956000000.0	245918824.6	230984125.3	261819154.0
8957000000.0	245920080.7	230985169.6	261820644.9
8958000000.0	245921336.5	230986213.6	261822135.6
8959000000.0	245922592.0	230987257.4	261823625.9
8960000000.0	245923847.3	230988301.0	261825115.9
8961000000.0	245925102.4	230989344.3	261826605.6
8962000000.0	245926357.1	230990387.5	261828095.0
8963000000.0	245927611.6	230991430.4	261829584.1
8964000000.0	245928865.8	230992473.1	261831072.9
8965000000.0	245930119.8	230993515.5	261832561.3
8966000000.0	245931373.5	230994557.7	261834049.5
8967000000.0	245932626.9	230995599.8	261835537.3
8968000000.0	245933880.1	230996641.5	261837024.8
8969000000.0	245935133.0	230997683.1	261838512.0
8970000000.0	245936385.6	230998724.5	261839998.9
8971000000.0	245937638.0	230999765.6	261841485.5
8972000000.0	245938890.1	231000806.5	261842971.8
8973000000.0	245940141.9	231001847.1	261844457.7
8974000000.0	245941393.5	231002887.6	261845943.3
8975000000.0	245942644.8	231003927.8	261847428.7
8976000000.0	245943895.8	231004967.8	261848913.7
8977000000.0	245945146.6	231006007.6	261850398.4
8978000000.0	245946397.1	231007047.1	261851882.8
8979000000.0	245947647.3	231008086.5	261853366.9
8980000000.0	245948897.3	231009125.6	261854850.6
8981000000.0	245950147.0	231010164.5	261856334.1
8982000000.0	245951396.4	231011203.1	261857817.2
8983000000.0	245952645.6	231012241.6	261859300.0
